Education Level,Years of Experience,Location,Industry,Job Title,Job Type,Salary
PhD,6,Suburban,Finance,Financial Analyst,Remote,56558.52
Master's Degree,20,Urban,Education,Medical Assistant,Remote,72475.18
Bachelor's Degree,31,Rural,Education,System Administrator,Remote,81779.37
Master's Degree,22,Rural,Finance,HR Manager,Onsite,69201.27
Bachelor's Degree,28,Urban,Finance,Professor,Hybrid,78424.5
Bachelor's Degree,17,Rural,Finance,Web Developer,Hybrid,62321.76
Master's Degree,34,Suburban,Healthcare,Others,Hybrid,91585.86
High School,1,Suburban,Finance,Professor,Remote,33899.73
Bachelor's Degree,14,Urban,Healthcare,Data Analyst,Onsite,55300.19
High School,29,Urban,Tech,Medical Assistant,Remote,80783.05
PhD,7,Urban,Finance,Project Manager,Hybrid,69849.87
High School,23,Suburban,Education,HR Manager,Onsite,64032.19
Master's Degree,18,Rural,Finance,Others,Onsite,63656.76
High School,38,Suburban,Education,Accountant,Onsite,90725.76
High School,35,Rural,Finance,Web Developer,Onsite,85489.79
High School,18,Rural,Healthcare,Professor,Onsite,59145.9
Master's Degree,22,Suburban,Finance,Software Engineer,Remote,70361.24
Bachelor's Degree,4,Rural,Tech,HR Manager,Remote,43211.19
High School,3,Urban,Tech,HR Manager,Remote,28459.43
Master's Degree,2,Suburban,Education,Web Developer,Remote,38522.97
Master's Degree,28,Suburban,Healthcare,Others,Onsite,81006.8
Bachelor's Degree,35,Suburban,Healthcare,Others,Remote,96857.78
Bachelor's Degree,25,Rural,Healthcare,Others,Hybrid,76770.74
Bachelor's Degree,28,Urban,Tech,Financial Analyst,Hybrid,82429.5
Bachelor's Degree,4,Rural,Tech,Web Developer,Onsite,35424.48
Master's Degree,18,Rural,Education,Medical Assistant,Remote,66759.82
Master's Degree,10,Suburban,Tech,Data Analyst,Remote,54777.13
High School,20,Rural,Tech,Software Engineer,Remote,59390.26
Master's Degree,13,Urban,Education,Professor,Onsite,56063.29
High School,24,Urban,Education,Accountant,Onsite,72092.44
PhD,23,Suburban,Tech,System Administrator,Hybrid,78977.7
Bachelor's Degree,32,Rural,Finance,Medical Assistant,Remote,90722.51
Master's Degree,5,Rural,Education,Project Manager,Hybrid,48468.42
Master's Degree,0,Suburban,Education,Professor,Hybrid,40450.89
Master's Degree,24,Urban,Tech,System Administrator,Remote,71225.39
Bachelor's Degree,40,Suburban,Education,Medical Assistant,Hybrid,91912.69
Bachelor's Degree,22,Urban,Finance,Financial Analyst,Hybrid,65510.02
PhD,1,Urban,Finance,Financial Analyst,Hybrid,47189.28
Master's Degree,20,Rural,Healthcare,Financial Analyst,Hybrid,70236.2
Bachelor's Degree,27,Rural,Tech,HR Manager,Hybrid,73738.73
PhD,5,Rural,Healthcare,Professor,Onsite,58907.37
Bachelor's Degree,32,Urban,Finance,HR Manager,Remote,82716.6
Master's Degree,0,Suburban,Education,HR Manager,Onsite,39316.87
Bachelor's Degree,6,Urban,Education,Accountant,Onsite,52410.4
High School,32,Urban,Tech,Medical Assistant,Remote,81246.5
PhD,14,Urban,Education,Others,Remote,82778.14
Bachelor's Degree,24,Rural,Education,Accountant,Hybrid,70787.3
High School,14,Suburban,Healthcare,UX Designer,Onsite,42143.64
High School,39,Urban,Healthcare,HR Manager,Remote,90024.37
Master's Degree,6,Suburban,Healthcare,System Administrator,Remote,54350.38
PhD,28,Rural,Education,UX Designer,Onsite,88137.42
PhD,39,Urban,Finance,Others,Remote,114139.99
Bachelor's Degree,20,Urban,Finance,Financial Analyst,Hybrid,69647.85
Bachelor's Degree,14,Urban,Finance,Web Developer,Hybrid,57373.96
PhD,34,Urban,Finance,Accountant,Hybrid,97231.49
High School,4,Rural,Tech,Professor,Onsite,40606.38
Bachelor's Degree,32,Urban,Finance,Data Analyst,Onsite,83746.12
Bachelor's Degree,9,Rural,Tech,System Administrator,Onsite,47469.93
Bachelor's Degree,6,Rural,Tech,System Administrator,Hybrid,38950.14
PhD,22,Suburban,Tech,Medical Assistant,Hybrid,78430.1
High School,20,Suburban,Tech,Medical Assistant,Onsite,65002.72
Master's Degree,5,Rural,Healthcare,UX Designer,Remote,49183.64
High School,37,Rural,Tech,Web Developer,Remote,85631.41
Master's Degree,18,Urban,Healthcare,Software Engineer,Remote,75424.22
Master's Degree,2,Urban,Finance,Project Manager,Remote,55264.12
PhD,7,Suburban,Education,UX Designer,Onsite,52503.34
Master's Degree,23,Urban,Tech,Web Developer,Onsite,79997.51
Bachelor's Degree,27,Rural,Finance,Medical Assistant,Hybrid,74191.97
Master's Degree,3,Urban,Education,Financial Analyst,Onsite,46173.0
High School,18,Urban,Tech,UX Designer,Remote,57496.57
PhD,32,Rural,Tech,System Administrator,Onsite,94094.98
Master's Degree,33,Rural,Education,UX Designer,Onsite,84730.24
Master's Degree,0,Rural,Tech,Others,Hybrid,45092.53
Master's Degree,17,Suburban,Healthcare,Others,Hybrid,69124.0
Bachelor's Degree,27,Suburban,Finance,Medical Assistant,Remote,74201.42
High School,24,Suburban,Tech,Financial Analyst,Onsite,73556.63
High School,0,Suburban,Education,HR Manager,Onsite,30566.47
High School,16,Urban,Education,Data Analyst,Onsite,56476.39
High School,15,Urban,Education,Others,Remote,57034.95
Master's Degree,22,Suburban,Finance,Professor,Onsite,69265.29
Bachelor's Degree,14,Urban,Finance,Web Developer,Remote,58727.74
High School,24,Rural,Healthcare,Accountant,Onsite,69885.94
Master's Degree,24,Urban,Healthcare,Accountant,Remote,86313.49
Bachelor's Degree,5,Suburban,Education,Medical Assistant,Hybrid,45003.78
PhD,31,Urban,Tech,Accountant,Hybrid,95870.44
PhD,21,Rural,Healthcare,UX Designer,Hybrid,71938.22
PhD,38,Suburban,Healthcare,Data Analyst,Remote,103862.19
Master's Degree,40,Rural,Finance,Software Engineer,Onsite,93799.16
Master's Degree,16,Suburban,Healthcare,HR Manager,Hybrid,67515.77
PhD,22,Urban,Finance,HR Manager,Hybrid,91039.65
High School,16,Rural,Healthcare,Data Analyst,Hybrid,50949.27
Bachelor's Degree,34,Rural,Healthcare,Project Manager,Remote,90403.65
Bachelor's Degree,18,Urban,Tech,Financial Analyst,Onsite,64455.39
PhD,7,Urban,Healthcare,HR Manager,Onsite,55886.84
Bachelor's Degree,5,Urban,Healthcare,Web Developer,Onsite,35089.52
Master's Degree,5,Urban,Tech,Professor,Remote,56221.11
Bachelor's Degree,1,Urban,Finance,UX Designer,Onsite,40382.62
PhD,0,Urban,Education,Software Engineer,Remote,41111.76
Master's Degree,25,Urban,Healthcare,Financial Analyst,Onsite,73914.92
Bachelor's Degree,40,Urban,Education,System Administrator,Hybrid,99090.53
High School,39,Rural,Tech,Accountant,Remote,90074.76
PhD,27,Rural,Education,UX Designer,Hybrid,80428.84
PhD,34,Suburban,Healthcare,Financial Analyst,Onsite,103396.75
Master's Degree,26,Urban,Tech,System Administrator,Remote,82382.41
High School,7,Rural,Finance,Financial Analyst,Hybrid,35301.88
Bachelor's Degree,33,Urban,Education,Project Manager,Hybrid,89115.86
PhD,38,Urban,Healthcare,Software Engineer,Onsite,107752.56
Master's Degree,14,Urban,Tech,System Administrator,Onsite,57042.14
PhD,40,Rural,Healthcare,HR Manager,Remote,104049.42
Master's Degree,1,Suburban,Education,Financial Analyst,Onsite,35468.41
Bachelor's Degree,26,Urban,Healthcare,Medical Assistant,Hybrid,75475.11
Master's Degree,12,Urban,Finance,Software Engineer,Hybrid,69216.88
Master's Degree,25,Urban,Healthcare,Accountant,Remote,88399.1
Master's Degree,14,Suburban,Education,HR Manager,Onsite,50469.78
Bachelor's Degree,32,Urban,Education,Data Analyst,Onsite,89402.65
Master's Degree,21,Suburban,Education,Project Manager,Remote,73490.43
Bachelor's Degree,2,Rural,Healthcare,Data Analyst,Remote,39393.95
PhD,26,Urban,Tech,Web Developer,Onsite,86346.89
Bachelor's Degree,10,Suburban,Healthcare,UX Designer,Remote,52413.03
High School,22,Rural,Healthcare,System Administrator,Onsite,75204.43
Bachelor's Degree,29,Suburban,Finance,Software Engineer,Hybrid,87404.76
Master's Degree,15,Suburban,Finance,Web Developer,Onsite,68802.35
Master's Degree,9,Rural,Healthcare,HR Manager,Hybrid,55421.91
PhD,23,Urban,Tech,UX Designer,Remote,73454.6
High School,22,Urban,Education,System Administrator,Remote,69293.69
Master's Degree,16,Suburban,Tech,Others,Hybrid,63585.43
Bachelor's Degree,40,Rural,Finance,Financial Analyst,Hybrid,92229.18
Bachelor's Degree,40,Urban,Education,Medical Assistant,Remote,94895.77
Master's Degree,22,Rural,Healthcare,Data Analyst,Onsite,75883.52
Bachelor's Degree,19,Rural,Tech,Accountant,Onsite,69012.0
Bachelor's Degree,28,Urban,Tech,System Administrator,Onsite,75530.39
High School,32,Urban,Education,Medical Assistant,Hybrid,82966.34
PhD,15,Urban,Education,Professor,Remote,58905.44
PhD,33,Suburban,Finance,Project Manager,Hybrid,90241.24
PhD,13,Urban,Education,UX Designer,Onsite,75514.8
Master's Degree,2,Rural,Healthcare,Data Analyst,Onsite,36777.2
PhD,22,Rural,Education,Software Engineer,Hybrid,78438.86
Master's Degree,36,Rural,Healthcare,Data Analyst,Onsite,94604.14
PhD,8,Rural,Education,Medical Assistant,Onsite,60933.72
Bachelor's Degree,37,Urban,Finance,Accountant,Onsite,86211.48
High School,21,Suburban,Tech,UX Designer,Remote,59649.9
Master's Degree,26,Suburban,Healthcare,System Administrator,Remote,76986.74
High School,1,Rural,Education,Accountant,Remote,32102.92
Bachelor's Degree,26,Urban,Finance,Professor,Remote,90834.86
Bachelor's Degree,35,Urban,Healthcare,Others,Hybrid,83983.71
PhD,10,Rural,Healthcare,Accountant,Remote,63655.07
Bachelor's Degree,7,Rural,Tech,Software Engineer,Onsite,43399.64
PhD,37,Suburban,Education,HR Manager,Onsite,102972.86
Master's Degree,13,Urban,Finance,HR Manager,Remote,58732.77
PhD,35,Urban,Healthcare,Others,Onsite,95226.81
High School,1,Urban,Education,Others,Remote,43179.85
PhD,17,Rural,Tech,UX Designer,Hybrid,70290.0
High School,1,Suburban,Finance,UX Designer,Remote,27054.2
PhD,20,Rural,Tech,Accountant,Hybrid,76770.46
PhD,8,Suburban,Finance,Professor,Onsite,55737.35
Bachelor's Degree,12,Urban,Education,HR Manager,Remote,60434.05
PhD,14,Rural,Healthcare,Web Developer,Remote,74064.5
Bachelor's Degree,3,Rural,Finance,HR Manager,Hybrid,38609.26
Master's Degree,4,Urban,Tech,Project Manager,Hybrid,50282.89
High School,37,Urban,Tech,System Administrator,Onsite,77454.71
Master's Degree,21,Suburban,Healthcare,Web Developer,Hybrid,81801.08
High School,40,Suburban,Tech,HR Manager,Hybrid,82213.25
Bachelor's Degree,36,Suburban,Healthcare,Project Manager,Hybrid,81578.39
PhD,3,Urban,Finance,Others,Remote,57302.48
Bachelor's Degree,17,Suburban,Healthcare,Web Developer,Onsite,62644.28
PhD,21,Urban,Education,Accountant,Hybrid,65787.4
Master's Degree,34,Rural,Healthcare,Web Developer,Remote,86969.12
PhD,29,Suburban,Education,Data Analyst,Hybrid,82361.45
High School,11,Suburban,Finance,Accountant,Hybrid,58292.7
High School,18,Urban,Education,Medical Assistant,Remote,64233.59
PhD,40,Urban,Healthcare,Web Developer,Hybrid,107792.31
Master's Degree,37,Urban,Education,Accountant,Onsite,100109.45
Master's Degree,36,Urban,Finance,Project Manager,Remote,95809.27
Master's Degree,3,Urban,Tech,Financial Analyst,Hybrid,48395.24
High School,36,Suburban,Education,Medical Assistant,Remote,85499.97
Bachelor's Degree,21,Suburban,Finance,Project Manager,Onsite,68432.48
Master's Degree,21,Suburban,Healthcare,Web Developer,Onsite,76018.34
High School,38,Suburban,Education,UX Designer,Hybrid,81312.81
High School,38,Rural,Healthcare,Others,Onsite,85604.65
Master's Degree,0,Rural,Healthcare,HR Manager,Remote,36315.81
Master's Degree,18,Urban,Finance,System Administrator,Remote,69429.31
Bachelor's Degree,35,Suburban,Finance,Software Engineer,Onsite,98948.04
Bachelor's Degree,31,Urban,Tech,Project Manager,Hybrid,84119.4
Bachelor's Degree,20,Suburban,Tech,Data Analyst,Onsite,68084.76
PhD,8,Urban,Education,Software Engineer,Hybrid,57363.75
Master's Degree,29,Suburban,Finance,Accountant,Remote,83459.11
PhD,13,Rural,Tech,Others,Hybrid,62664.33
PhD,22,Rural,Education,Data Analyst,Remote,80605.29
Master's Degree,9,Rural,Healthcare,Others,Remote,54651.68
Bachelor's Degree,30,Rural,Education,Medical Assistant,Onsite,80094.02
High School,35,Rural,Healthcare,Others,Hybrid,87364.34
Bachelor's Degree,6,Rural,Finance,Professor,Onsite,39076.23
High School,5,Rural,Education,Web Developer,Onsite,41454.87
PhD,14,Suburban,Tech,Data Analyst,Hybrid,70997.32
PhD,7,Urban,Healthcare,Project Manager,Onsite,65098.33
Master's Degree,13,Suburban,Finance,HR Manager,Remote,60802.74
PhD,34,Suburban,Tech,Accountant,Remote,88749.28
Master's Degree,4,Urban,Finance,Data Analyst,Remote,57173.21
High School,9,Urban,Healthcare,System Administrator,Remote,46485.0
High School,16,Suburban,Education,Web Developer,Onsite,49865.34
Master's Degree,2,Suburban,Finance,UX Designer,Remote,52013.93
PhD,5,Urban,Tech,Project Manager,Remote,50721.35
Master's Degree,9,Suburban,Finance,System Administrator,Remote,56242.95
High School,4,Rural,Education,HR Manager,Remote,44058.41
High School,27,Urban,Finance,HR Manager,Hybrid,76423.68
High School,15,Urban,Tech,HR Manager,Onsite,51694.75
Master's Degree,26,Urban,Tech,Data Analyst,Onsite,85088.98
PhD,6,Rural,Education,Software Engineer,Onsite,53573.3
Bachelor's Degree,36,Rural,Finance,Others,Hybrid,74636.44
High School,13,Urban,Tech,Financial Analyst,Onsite,52931.89
Master's Degree,22,Urban,Tech,UX Designer,Hybrid,74815.08
PhD,21,Urban,Finance,Data Analyst,Onsite,78401.33
Master's Degree,19,Suburban,Education,Web Developer,Remote,80059.69
Master's Degree,37,Urban,Education,Data Analyst,Hybrid,90808.99
PhD,0,Suburban,Education,UX Designer,Onsite,47645.05
Master's Degree,15,Rural,Healthcare,Data Analyst,Remote,71149.98
High School,5,Suburban,Finance,System Administrator,Hybrid,28905.62
High School,30,Suburban,Tech,Software Engineer,Hybrid,73287.85
Master's Degree,13,Urban,Tech,Data Analyst,Hybrid,68801.19
High School,16,Suburban,Education,UX Designer,Hybrid,57499.15
Master's Degree,8,Rural,Education,Web Developer,Hybrid,44739.33
PhD,2,Suburban,Tech,UX Designer,Hybrid,46421.95
PhD,1,Suburban,Tech,Accountant,Onsite,51504.1
High School,32,Urban,Education,UX Designer,Hybrid,77283.27
Master's Degree,3,Suburban,Education,Others,Hybrid,39669.18
Master's Degree,5,Suburban,Education,Project Manager,Hybrid,39046.58
High School,8,Rural,Tech,System Administrator,Hybrid,46665.45
High School,22,Urban,Healthcare,Medical Assistant,Remote,63106.81
Bachelor's Degree,19,Urban,Healthcare,System Administrator,Remote,69696.9
Master's Degree,38,Suburban,Education,Financial Analyst,Remote,100512.89
Master's Degree,21,Suburban,Finance,Professor,Remote,62785.53
PhD,3,Urban,Finance,Medical Assistant,Onsite,52282.35
PhD,35,Rural,Tech,Project Manager,Onsite,99268.62
PhD,11,Rural,Education,System Administrator,Onsite,63810.67
PhD,27,Urban,Healthcare,Financial Analyst,Remote,97123.55
High School,20,Rural,Education,Professor,Remote,58088.54
PhD,22,Urban,Tech,Software Engineer,Onsite,85085.11
Master's Degree,5,Urban,Finance,Others,Hybrid,41469.42
Bachelor's Degree,4,Suburban,Education,Accountant,Onsite,41306.04
Bachelor's Degree,13,Rural,Finance,Others,Remote,67361.91
Master's Degree,11,Urban,Education,Accountant,Onsite,61411.38
Master's Degree,37,Suburban,Education,HR Manager,Hybrid,102308.56
PhD,20,Suburban,Tech,UX Designer,Onsite,78585.3
PhD,18,Urban,Education,Project Manager,Onsite,70310.83
Bachelor's Degree,29,Urban,Finance,System Administrator,Remote,87596.69
High School,15,Suburban,Healthcare,Data Analyst,Remote,56449.51
Master's Degree,38,Suburban,Healthcare,UX Designer,Onsite,104067.46
Bachelor's Degree,24,Suburban,Tech,Accountant,Hybrid,69037.13
High School,19,Suburban,Finance,Financial Analyst,Onsite,63049.45
High School,28,Urban,Education,HR Manager,Onsite,72990.63
Master's Degree,31,Urban,Healthcare,Others,Remote,94937.24
High School,30,Rural,Finance,Data Analyst,Remote,73291.73
Bachelor's Degree,23,Urban,Tech,Others,Onsite,67924.52
PhD,20,Urban,Tech,Medical Assistant,Hybrid,78697.68
PhD,10,Rural,Finance,Project Manager,Hybrid,61813.28
Bachelor's Degree,4,Urban,Tech,Web Developer,Onsite,39791.69
High School,25,Rural,Education,Medical Assistant,Remote,70867.63
Bachelor's Degree,11,Suburban,Education,Project Manager,Remote,55730.53
PhD,20,Rural,Finance,Medical Assistant,Onsite,80581.81
PhD,29,Rural,Education,Software Engineer,Onsite,93050.39
High School,1,Suburban,Education,Financial Analyst,Hybrid,37349.61
High School,35,Urban,Finance,System Administrator,Hybrid,85712.37
PhD,11,Urban,Tech,Accountant,Hybrid,65133.3
PhD,1,Suburban,Tech,Project Manager,Remote,55924.52
Master's Degree,14,Rural,Healthcare,Web Developer,Hybrid,58658.28
Bachelor's Degree,4,Urban,Healthcare,UX Designer,Remote,45894.99
Master's Degree,28,Urban,Healthcare,Financial Analyst,Onsite,90245.79
PhD,9,Rural,Healthcare,Accountant,Hybrid,60825.14
Bachelor's Degree,0,Urban,Tech,Project Manager,Remote,42133.82
PhD,6,Suburban,Healthcare,System Administrator,Hybrid,49762.33
PhD,20,Rural,Finance,Project Manager,Remote,79537.38
PhD,7,Suburban,Tech,System Administrator,Remote,54344.66
Bachelor's Degree,38,Urban,Tech,Professor,Remote,105051.93
High School,32,Urban,Healthcare,Others,Remote,78121.18
Master's Degree,26,Rural,Tech,Others,Onsite,79573.23
Master's Degree,11,Urban,Healthcare,Project Manager,Remote,56248.82
PhD,39,Suburban,Tech,Data Analyst,Onsite,108772.48
PhD,21,Rural,Education,Accountant,Hybrid,74748.69
Bachelor's Degree,17,Suburban,Education,Professor,Hybrid,66202.92
PhD,1,Rural,Tech,Project Manager,Onsite,50392.8
High School,32,Rural,Finance,Medical Assistant,Remote,80795.99
High School,17,Urban,Finance,Data Analyst,Onsite,62767.69
Master's Degree,23,Suburban,Finance,Medical Assistant,Hybrid,79986.28
PhD,29,Rural,Education,Accountant,Onsite,93457.6
Master's Degree,39,Suburban,Healthcare,HR Manager,Hybrid,103635.89
Master's Degree,14,Rural,Healthcare,System Administrator,Onsite,57726.59
PhD,4,Urban,Education,Accountant,Hybrid,53105.72
High School,1,Rural,Tech,Web Developer,Onsite,28830.99
Master's Degree,0,Urban,Finance,Software Engineer,Onsite,45147.97
Master's Degree,21,Urban,Finance,HR Manager,Onsite,89821.45
Master's Degree,22,Urban,Healthcare,HR Manager,Onsite,81557.86
High School,33,Rural,Finance,System Administrator,Onsite,85367.01
Master's Degree,16,Rural,Healthcare,Web Developer,Hybrid,63863.67
High School,17,Suburban,Tech,Accountant,Remote,62314.85
PhD,36,Rural,Healthcare,Professor,Hybrid,101305.14
PhD,1,Urban,Tech,HR Manager,Remote,56148.18
High School,20,Suburban,Healthcare,System Administrator,Onsite,65211.66
Bachelor's Degree,34,Rural,Finance,Data Analyst,Remote,82161.51
High School,10,Urban,Healthcare,Others,Remote,55000.03
High School,25,Suburban,Finance,Data Analyst,Remote,59750.52
High School,8,Rural,Finance,Others,Onsite,43337.92
High School,28,Urban,Healthcare,Others,Hybrid,68874.29
PhD,38,Suburban,Healthcare,Financial Analyst,Hybrid,99990.44
Bachelor's Degree,8,Suburban,Education,Professor,Hybrid,47767.93
Master's Degree,18,Suburban,Finance,Accountant,Remote,65359.67
High School,9,Suburban,Education,Web Developer,Hybrid,45508.11
Bachelor's Degree,14,Rural,Healthcare,Accountant,Remote,68673.5
PhD,20,Rural,Finance,Data Analyst,Remote,79403.33
PhD,1,Suburban,Tech,Data Analyst,Remote,42519.51
Master's Degree,16,Urban,Tech,Software Engineer,Remote,70635.63
Bachelor's Degree,8,Rural,Education,Medical Assistant,Hybrid,48323.19
